"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"upper pump","Aug 11, 2026 at 3:13 PM","Aug 11, 2026 at 4:03 PM","","Bicep Curl (Cable)",,"",0,"normal",18,12,,,
"upper pump","Aug 11, 2026 at 3:13 PM","Aug 11, 2026 at 4:03 PM","","Bicep Curl (Cable)",,"",1,"normal",18,12,,,
"upper pump","Aug 11, 2026 at 3:13 PM","Aug 11, 2026 at 4:03 PM","","Bicep Curl (Cable)",,"",2,"normal",18,12,,,
"upper pump","Aug 11, 2026 at 3:13 PM","Aug 11, 2026 at 4:03 PM","","Bicep Curl (Cable)",,"",3,"normal",18,12,,,
"upper pump","Aug 11, 2026 at 3:13 PM","Aug 11, 2026 at 4:03 PM","","Chest Press (Machine)",,"",0,"normal",25,12,,,
"upper pump","Aug 11, 2026 at 3:13 PM","Aug 11, 2026 at 4:03 PM","","Chest Press (Machine)",,"",1,"normal",39,12,,,
"upper pump","Aug 11, 2026 at 3:13 PM","Aug 11, 2026 at 4:03 PM","","Chest Press (Machine)",,"",2,"normal",39,12,,,
"upper pump","Aug 11, 2026 at 3:13 PM","Aug 11, 2026 at 4:03 PM","","Lateral Raise (Dumbbell)",,"",0,"normal",10,12,,,
"upper pump","Aug 11, 2026 at 3:13 PM","Aug 11, 2026 at 4:03 PM","","Lateral Raise (Dumbbell)",,"",1,"normal",10,12,,,
"upper pump","Aug 11, 2026 at 3:13 PM","Aug 11, 2026 at 4:03 PM","","Lateral Raise (Dumbbell)",,"",2,"normal",10,12,,,
"upper pump","Aug 11, 2026 at 3:13 PM","Aug 11, 2026 at 4:03 PM","","Seated Shoulder Press (Machine)",,"",0,"normal",18,12,,,
"upper pump","Aug 11, 2026 at 3:13 PM","Aug 11, 2026 at 4:03 PM","","Seated Shoulder Press (Machine)",,"",1,"normal",22,12,,,
"upper pump","Aug 11, 2026 at 3:13 PM","Aug 11, 2026 at 4:03 PM","","Seated Shoulder Press (Machine)",,"",2,"normal",27,12,,,
"full body weekend","Aug 8, 2026 at 4:18 PM","Aug 8, 2026 at 5:09 PM","","Leg Extension (Machine)",,"",0,"normal",18,12,,,
"full body weekend","Aug 8, 2026 at 4:18 PM","Aug 8, 2026 at 5:09 PM","","Leg Extension (Machine)",,"",1,"normal",39,12,,,
"full body weekend","Aug 8, 2026 at 4:18 PM","Aug 8, 2026 at 5:09 PM","","Leg Extension (Machine)",,"",2,"normal",39,12,,,
"full body weekend","Aug 8, 2026 at 4:18 PM","Aug 8, 2026 at 5:09 PM","","Leg Extension (Machine)",,"",3,"normal",39,12,,,
"full body weekend","Aug 8, 2026 at 4:18 PM","Aug 8, 2026 at 5:09 PM","","Leg Extension (Machine)",,"",4,"normal",45,12,,,
"full body weekend","Aug 8, 2026 at 4:18 PM","Aug 8, 2026 at 5:09 PM","","Leg Press Horizontal (Machine)",,"",0,"normal",59,12,,,
"full body weekend","Aug 8, 2026 at 4:18 PM","Aug 8, 2026 at 5:09 PM","","Leg Press Horizontal (Machine)",,"",1,"normal",66,12,,,
"full body weekend","Aug 8, 2026 at 4:18 PM","Aug 8, 2026 at 5:09 PM","","Leg Press Horizontal (Machine)",,"",2,"normal",66,12,,,
"full body weekend","Aug 8, 2026 at 4:18 PM","Aug 8, 2026 at 5:09 PM","","Leg Press Horizontal (Machine)",,"",3,"normal",73,12,,,
"full body weekend","Aug 8, 2026 at 4:18 PM","Aug 8, 2026 at 5:09 PM","","Squat (Dumbbell)",,"",0,"normal",7.5,12,,,
"full body weekend","Aug 8, 2026 at 4:18 PM","Aug 8, 2026 at 5:09 PM","","Squat (Dumbbell)",,"",1,"normal",7.5,12,,,
"full body weekend","Aug 8, 2026 at 4:18 PM","Aug 8, 2026 at 5:09 PM","","Squat (Dumbbell)",,"",2,"normal",7.5,12,,,
"full body weekend","Aug 8, 2026 at 4:18 PM","Aug 8, 2026 at 5:09 PM","","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",32,12,,,
"full body weekend","Aug 8, 2026 at 4:18 PM","Aug 8, 2026 at 5:09 PM","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",39,12,,,
"full body weekend","Aug 8, 2026 at 4:18 PM","Aug 8, 2026 at 5:09 PM","","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",45,12,,,
"full body weekend","Aug 8, 2026 at 4:18 PM","Aug 8, 2026 at 5:09 PM","","Bicep Curl (Cable)",,"",0,"normal",18,12,,,
"full body weekend","Aug 8, 2026 at 4:18 PM","Aug 8, 2026 at 5:09 PM","","Bicep Curl (Cable)",,"",1,"normal",18,12,,,
"full body weekend","Aug 8, 2026 at 4:18 PM","Aug 8, 2026 at 5:09 PM","","Bicep Curl (Cable)",,"",2,"normal",18,12,,,
"full body weekend","Aug 8, 2026 at 4:18 PM","Aug 8, 2026 at 5:09 PM","","Chest Press (Machine)",,"",0,"normal",25,12,,,
"full body weekend","Aug 8, 2026 at 4:18 PM","Aug 8, 2026 at 5:09 PM","","Chest Press (Machine)",,"",1,"normal",32,12,,,
"full body weekend","Aug 8, 2026 at 4:18 PM","Aug 8, 2026 at 5:09 PM","","Chest Press (Machine)",,"",2,"normal",39,12,,,
"full body weekend","Aug 8, 2026 at 4:18 PM","Aug 8, 2026 at 5:09 PM","","Shoulder Press (Dumbbell)",,"",0,"normal",15,12,,,
"full body weekend","Aug 8, 2026 at 4:18 PM","Aug 8, 2026 at 5:09 PM","","Shoulder Press (Dumbbell)",,"",1,"normal",15,12,,,
"full body weekend","Aug 8, 2026 at 4:18 PM","Aug 8, 2026 at 5:09 PM","","Shoulder Press (Dumbbell)",,"",2,"normal",15,12,,,
"after ankle restart","Aug 6, 2026 at 3:30 PM","Aug 6, 2026 at 4:28 PM","","Seated Shoulder Press (Machine)",,"",0,"normal",18,12,,,
"after ankle restart","Aug 6, 2026 at 3:30 PM","Aug 6, 2026 at 4:28 PM","","Seated Shoulder Press (Machine)",,"",1,"normal",22,12,,,
"after ankle restart","Aug 6, 2026 at 3:30 PM","Aug 6, 2026 at 4:28 PM","","Seated Shoulder Press (Machine)",,"",2,"normal",27,12,,,
"after ankle restart","Aug 6, 2026 at 3:30 PM","Aug 6, 2026 at 4:28 PM","","Seated Shoulder Press (Machine)",,"",3,"normal",32,12,,,
"after ankle restart","Aug 6, 2026 at 3:30 PM","Aug 6, 2026 at 4:28 PM","","Front Raise (Dumbbell)",,"",0,"normal",6,12,,,
"after ankle restart","Aug 6, 2026 at 3:30 PM","Aug 6, 2026 at 4:28 PM","","Front Raise (Dumbbell)",,"",1,"normal",6,12,,,
"after ankle restart","Aug 6, 2026 at 3:30 PM","Aug 6, 2026 at 4:28 PM","","Front Raise (Dumbbell)",,"",2,"normal",6,12,,,
"after ankle restart","Aug 6, 2026 at 3:30 PM","Aug 6, 2026 at 4:28 PM","","Front Raise (Dumbbell)",,"",3,"normal",6,12,,,
"after ankle restart","Aug 6, 2026 at 3:30 PM","Aug 6, 2026 at 4:28 PM","","Chest Press (Machine)",,"",0,"normal",39,12,,,
"after ankle restart","Aug 6, 2026 at 3:30 PM","Aug 6, 2026 at 4:28 PM","","Chest Press (Machine)",,"",1,"normal",45,12,,,
"after ankle restart","Aug 6, 2026 at 3:30 PM","Aug 6, 2026 at 4:28 PM","","Chest Press (Machine)",,"",2,"normal",45,12,,,
"after ankle restart","Aug 6, 2026 at 3:30 PM","Aug 6, 2026 at 4:28 PM","","Chest Press (Machine)",,"",3,"normal",52,12,,,
"after ankle restart","Aug 6, 2026 at 3:30 PM","Aug 6, 2026 at 4:28 PM","","Triceps Extension (Dumbbell)",,"",0,"normal",7.5,12,,,
"after ankle restart","Aug 6, 2026 at 3:30 PM","Aug 6, 2026 at 4:28 PM","","Triceps Extension (Dumbbell)",,"",1,"normal",7.5,12,,,
"after ankle restart","Aug 6, 2026 at 3:30 PM","Aug 6, 2026 at 4:28 PM","","Triceps Extension (Dumbbell)",,"",2,"normal",7.5,12,,,
"after ankle restart","Aug 6, 2026 at 3:30 PM","Aug 6, 2026 at 4:28 PM","","Triceps Extension (Dumbbell)",,"",3,"normal",7.5,12,,,
"after ankle restart","Aug 6, 2026 at 3:30 PM","Aug 6, 2026 at 4:28 PM","","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",32,12,,,
"after ankle restart","Aug 6, 2026 at 3:30 PM","Aug 6, 2026 at 4:28 PM","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",45,12,,,
"after ankle restart","Aug 6, 2026 at 3:30 PM","Aug 6, 2026 at 4:28 PM","","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",52,12,,,
"after ankle restart","Aug 6, 2026 at 3:30 PM","Aug 6, 2026 at 4:28 PM","","Bicep Curl (Cable)",,"",0,"normal",22,12,,,
"after ankle restart","Aug 6, 2026 at 3:30 PM","Aug 6, 2026 at 4:28 PM","","Bicep Curl (Cable)",,"",1,"normal",22,12,,,
"after ankle restart","Aug 6, 2026 at 3:30 PM","Aug 6, 2026 at 4:28 PM","","Bicep Curl (Cable)",,"",2,"normal",22,12,,,
"after ankle restart","Aug 6, 2026 at 3:30 PM","Aug 6, 2026 at 4:28 PM","","Chest Fly (Dumbbell)",,"",0,"normal",10,12,,,
"after ankle restart","Aug 6, 2026 at 3:30 PM","Aug 6, 2026 at 4:28 PM","","Chest Fly (Dumbbell)",,"",1,"normal",10,12,,,
"after ankle restart","Aug 6, 2026 at 3:30 PM","Aug 6, 2026 at 4:28 PM","","Chest Fly (Dumbbell)",,"",2,"normal",10,12,,,
"after ankle restart","Aug 6, 2026 at 3:30 PM","Aug 6, 2026 at 4:28 PM","","Pullover (Dumbbell)",,"",0,"normal",10,12,,,
"after ankle restart","Aug 6, 2026 at 3:30 PM","Aug 6, 2026 at 4:28 PM","","Pullover (Dumbbell)",,"",1,"normal",10,12,,,
"after ankle restart","Aug 6, 2026 at 3:30 PM","Aug 6, 2026 at 4:28 PM","","Pullover (Dumbbell)",,"",2,"normal",10,12,,,
"lower","Jul 23, 2026 at 2:09 PM","Jul 23, 2026 at 2:55 PM","","Squat (Bodyweight)",,"",0,"normal",,12,,,
"lower","Jul 23, 2026 at 2:09 PM","Jul 23, 2026 at 2:55 PM","","Squat (Bodyweight)",,"",1,"normal",,12,,,
"lower","Jul 23, 2026 at 2:09 PM","Jul 23, 2026 at 2:55 PM","","Squat (Bodyweight)",,"",2,"normal",,12,,,
"lower","Jul 23, 2026 at 2:09 PM","Jul 23, 2026 at 2:55 PM","","Squat (Bodyweight)",,"",3,"normal",,12,,,
"lower","Jul 23, 2026 at 2:09 PM","Jul 23, 2026 at 2:55 PM","","Lunge",,"",0,"normal",,12,,,
"lower","Jul 23, 2026 at 2:09 PM","Jul 23, 2026 at 2:55 PM","","Lunge",,"",1,"normal",,12,,,
"lower","Jul 23, 2026 at 2:09 PM","Jul 23, 2026 at 2:55 PM","","Lunge",,"",2,"normal",,12,,,
"lower","Jul 23, 2026 at 2:09 PM","Jul 23, 2026 at 2:55 PM","","Lunge",,"",3,"normal",,12,,,
"lower","Jul 23, 2026 at 2:09 PM","Jul 23, 2026 at 2:55 PM","","Leg Press Horizontal (Machine)",,"",0,"normal",52,12,,,
"lower","Jul 23, 2026 at 2:09 PM","Jul 23, 2026 at 2:55 PM","","Leg Press Horizontal (Machine)",,"",1,"normal",52,12,,,
"lower","Jul 23, 2026 at 2:09 PM","Jul 23, 2026 at 2:55 PM","","Leg Press Horizontal (Machine)",,"",2,"normal",59,12,,,
"lower","Jul 23, 2026 at 2:09 PM","Jul 23, 2026 at 2:55 PM","","Leg Press Horizontal (Machine)",,"",3,"normal",66,12,,,
"lower","Jul 23, 2026 at 2:09 PM","Jul 23, 2026 at 2:55 PM","","Sumo Squat (Kettlebell)",,"",0,"normal",8,12,,,
"lower","Jul 23, 2026 at 2:09 PM","Jul 23, 2026 at 2:55 PM","","Sumo Squat (Kettlebell)",,"",1,"normal",8,12,,,
"lower","Jul 23, 2026 at 2:09 PM","Jul 23, 2026 at 2:55 PM","","Sumo Squat (Kettlebell)",,"",2,"normal",8,12,,,
"lower","Jul 23, 2026 at 2:09 PM","Jul 23, 2026 at 2:55 PM","","Sumo Squat (Kettlebell)",,"",3,"normal",8,12,,,
"lower","Jul 23, 2026 at 2:09 PM","Jul 23, 2026 at 2:55 PM","","Reverse Lunge",,"",0,"normal",,12,,,
"lower","Jul 23, 2026 at 2:09 PM","Jul 23, 2026 at 2:55 PM","","Reverse Lunge",,"",1,"normal",,12,,,
"lower","Jul 23, 2026 at 2:09 PM","Jul 23, 2026 at 2:55 PM","","Reverse Lunge",,"",2,"normal",,12,,,
"upper again","Jul 20, 2026 at 3:57 PM","Jul 20, 2026 at 5:03 PM","","Arnold Press (Dumbbell)",,"",0,"normal",10,12,,,
"upper again","Jul 20, 2026 at 3:57 PM","Jul 20, 2026 at 5:03 PM","","Arnold Press (Dumbbell)",,"",1,"normal",15,12,,,
"upper again","Jul 20, 2026 at 3:57 PM","Jul 20, 2026 at 5:03 PM","","Arnold Press (Dumbbell)",,"",2,"normal",15,12,,,
"upper again","Jul 20, 2026 at 3:57 PM","Jul 20, 2026 at 5:03 PM","","Arnold Press (Dumbbell)",,"",3,"normal",15,12,,,
"upper again","Jul 20, 2026 at 3:57 PM","Jul 20, 2026 at 5:03 PM","","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",39,12,,,
"upper again","Jul 20, 2026 at 3:57 PM","Jul 20, 2026 at 5:03 PM","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",39,12,,,
"upper again","Jul 20, 2026 at 3:57 PM","Jul 20, 2026 at 5:03 PM","","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",39,12,,,
"upper again","Jul 20, 2026 at 3:57 PM","Jul 20, 2026 at 5:03 PM","","Hammer Curl (Cable)",,"",0,"normal",27,12,,,
"upper again","Jul 20, 2026 at 3:57 PM","Jul 20, 2026 at 5:03 PM","","Hammer Curl (Cable)",,"",1,"normal",27,12,,,
"upper again","Jul 20, 2026 at 3:57 PM","Jul 20, 2026 at 5:03 PM","","Hammer Curl (Cable)",,"",2,"normal",27,12,,,
"upper again","Jul 20, 2026 at 3:57 PM","Jul 20, 2026 at 5:03 PM","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",39,12,,,
"upper again","Jul 20, 2026 at 3:57 PM","Jul 20, 2026 at 5:03 PM","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",39,12,,,
"upper again","Jul 20, 2026 at 3:57 PM","Jul 20, 2026 at 5:03 PM","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",39,12,,,
"upper again","Jul 20, 2026 at 3:57 PM","Jul 20, 2026 at 5:03 PM","","Seated Cable Row - V Grip (Cable)",,"",3,"normal",39,12,,,
"upper again","Jul 20, 2026 at 3:57 PM","Jul 20, 2026 at 5:03 PM","","Bicep Curl (Dumbbell)",,"",0,"normal",15,12,,,
"upper again","Jul 20, 2026 at 3:57 PM","Jul 20, 2026 at 5:03 PM","","Bicep Curl (Dumbbell)",,"",1,"normal",15,12,,,
"upper again","Jul 20, 2026 at 3:57 PM","Jul 20, 2026 at 5:03 PM","","Bicep Curl (Dumbbell)",,"",2,"normal",15,12,,,
"upper again","Jul 20, 2026 at 3:57 PM","Jul 20, 2026 at 5:03 PM","","Seated Shoulder Press (Machine)",,"",0,"normal",22,12,,,
"upper again","Jul 20, 2026 at 3:57 PM","Jul 20, 2026 at 5:03 PM","","Seated Shoulder Press (Machine)",,"",1,"normal",22,12,,,
"upper again","Jul 20, 2026 at 3:57 PM","Jul 20, 2026 at 5:03 PM","","Seated Shoulder Press (Machine)",,"",2,"normal",22,12,,,
"upper again","Jul 20, 2026 at 3:57 PM","Jul 20, 2026 at 5:03 PM","","Lateral Raise (Dumbbell)",,"",0,"normal",6,24,,,
"upper again","Jul 20, 2026 at 3:57 PM","Jul 20, 2026 at 5:03 PM","","Lateral Raise (Dumbbell)",,"",1,"normal",6,24,,,
"upper again","Jul 20, 2026 at 3:57 PM","Jul 20, 2026 at 5:03 PM","","Lateral Raise (Dumbbell)",,"",2,"normal",6,24,,,
"upper again","Jul 20, 2026 at 3:57 PM","Jul 20, 2026 at 5:03 PM","","Chest Fly (Dumbbell)",,"",0,"normal",10,12,,,
"upper again","Jul 20, 2026 at 3:57 PM","Jul 20, 2026 at 5:03 PM","","Chest Fly (Dumbbell)",,"",1,"normal",10,12,,,
"upper again","Jul 20, 2026 at 3:57 PM","Jul 20, 2026 at 5:03 PM","","Chest Fly (Dumbbell)",,"",2,"normal",10,12,,,
"upper again","Jul 20, 2026 at 3:57 PM","Jul 20, 2026 at 5:03 PM","","Pullover (Dumbbell)",,"",0,"normal",10,12,,,
"upper again","Jul 20, 2026 at 3:57 PM","Jul 20, 2026 at 5:03 PM","","Pullover (Dumbbell)",,"",1,"normal",10,12,,,
"upper again","Jul 20, 2026 at 3:57 PM","Jul 20, 2026 at 5:03 PM","","Pullover (Dumbbell)",,"",2,"normal",10,12,,,
"upper","Jul 18, 2026 at 3:33 PM","Jul 18, 2026 at 4:35 PM","","Arnold Press (Dumbbell)",,"",0,"normal",12,12,,,
"upper","Jul 18, 2026 at 3:33 PM","Jul 18, 2026 at 4:35 PM","","Arnold Press (Dumbbell)",,"",1,"normal",12,12,,,
"upper","Jul 18, 2026 at 3:33 PM","Jul 18, 2026 at 4:35 PM","","Arnold Press (Dumbbell)",,"",2,"normal",16,12,,,
"upper","Jul 18, 2026 at 3:33 PM","Jul 18, 2026 at 4:35 PM","","Upright Row (Barbell)",,"",0,"normal",10,12,,,
"upper","Jul 18, 2026 at 3:33 PM","Jul 18, 2026 at 4:35 PM","","Upright Row (Barbell)",,"",1,"normal",12.5,12,,,
"upper","Jul 18, 2026 at 3:33 PM","Jul 18, 2026 at 4:35 PM","","Upright Row (Barbell)",,"",2,"normal",12.5,12,,,
"upper","Jul 18, 2026 at 3:33 PM","Jul 18, 2026 at 4:35 PM","","Overhead Press (Smith Machine)",,"",0,"normal",10,12,,,
"upper","Jul 18, 2026 at 3:33 PM","Jul 18, 2026 at 4:35 PM","","Overhead Press (Smith Machine)",,"",1,"normal",20,12,,,
"upper","Jul 18, 2026 at 3:33 PM","Jul 18, 2026 at 4:35 PM","","Overhead Press (Smith Machine)",,"",2,"normal",30,12,,,
"upper","Jul 18, 2026 at 3:33 PM","Jul 18, 2026 at 4:35 PM","","Incline Bench Press (Smith Machine)",,"",0,"normal",30,12,,,
"upper","Jul 18, 2026 at 3:33 PM","Jul 18, 2026 at 4:35 PM","","Incline Bench Press (Smith Machine)",,"",1,"normal",30,12,,,
"upper","Jul 18, 2026 at 3:33 PM","Jul 18, 2026 at 4:35 PM","","Incline Bench Press (Smith Machine)",,"",2,"normal",30,12,,,
"upper","Jul 18, 2026 at 3:33 PM","Jul 18, 2026 at 4:35 PM","","Triceps Pressdown",,"",0,"normal",27.22,12,,,
"upper","Jul 18, 2026 at 3:33 PM","Jul 18, 2026 at 4:35 PM","","Triceps Pressdown",,"",1,"normal",27.22,12,,,
"upper","Jul 18, 2026 at 3:33 PM","Jul 18, 2026 at 4:35 PM","","Triceps Pressdown",,"",2,"normal",32.22,12,,,
"upper","Jul 18, 2026 at 3:33 PM","Jul 18, 2026 at 4:35 PM","","Lateral Raise (Dumbbell)",,"",0,"normal",10,12,,,
"upper","Jul 18, 2026 at 3:33 PM","Jul 18, 2026 at 4:35 PM","","Lateral Raise (Dumbbell)",,"",1,"normal",10,12,,,
"upper","Jul 18, 2026 at 3:33 PM","Jul 18, 2026 at 4:35 PM","","Lateral Raise (Dumbbell)",,"",2,"normal",10,12,,,
"upper","Jul 18, 2026 at 3:33 PM","Jul 18, 2026 at 4:35 PM","","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",39,12,,,
"upper","Jul 18, 2026 at 3:33 PM","Jul 18, 2026 at 4:35 PM","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",39,12,,,
"upper","Jul 18, 2026 at 3:33 PM","Jul 18, 2026 at 4:35 PM","","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",39,12,,,
"upper","Jul 18, 2026 at 3:33 PM","Jul 18, 2026 at 4:35 PM","","Bicep Curl (Cable)",,"",0,"normal",27,12,,,
"upper","Jul 18, 2026 at 3:33 PM","Jul 18, 2026 at 4:35 PM","","Bicep Curl (Cable)",,"",1,"normal",22,12,,,
"upper","Jul 18, 2026 at 3:33 PM","Jul 18, 2026 at 4:35 PM","","Bicep Curl (Cable)",,"",2,"normal",27,12,,,
"stabilizing","Jul 15, 2026 at 5:07 PM","Jul 15, 2026 at 6:01 PM","","Squat (Bodyweight)",,"",0,"normal",,12,,,
"stabilizing","Jul 15, 2026 at 5:07 PM","Jul 15, 2026 at 6:01 PM","","Squat (Bodyweight)",,"",1,"normal",,12,,,
"stabilizing","Jul 15, 2026 at 5:07 PM","Jul 15, 2026 at 6:01 PM","","Squat (Bodyweight)",,"",2,"normal",,12,,,
"stabilizing","Jul 15, 2026 at 5:07 PM","Jul 15, 2026 at 6:01 PM","","Squat (Bodyweight)",,"",3,"normal",,12,,,
"stabilizing","Jul 15, 2026 at 5:07 PM","Jul 15, 2026 at 6:01 PM","","Reverse Lunge",,"",0,"normal",,12,,,
"stabilizing","Jul 15, 2026 at 5:07 PM","Jul 15, 2026 at 6:01 PM","","Reverse Lunge",,"",1,"normal",,12,,,
"stabilizing","Jul 15, 2026 at 5:07 PM","Jul 15, 2026 at 6:01 PM","","Reverse Lunge",,"",2,"normal",,12,,,
"stabilizing","Jul 15, 2026 at 5:07 PM","Jul 15, 2026 at 6:01 PM","","Reverse Lunge",,"",3,"normal",,12,,,
"stabilizing","Jul 15, 2026 at 5:07 PM","Jul 15, 2026 at 6:01 PM","","Lunge",,"",0,"normal",,12,,,
"stabilizing","Jul 15, 2026 at 5:07 PM","Jul 15, 2026 at 6:01 PM","","Lunge",,"",1,"normal",,12,,,
"stabilizing","Jul 15, 2026 at 5:07 PM","Jul 15, 2026 at 6:01 PM","","Lunge",,"",2,"normal",,12,,,
"stabilizing","Jul 15, 2026 at 5:07 PM","Jul 15, 2026 at 6:01 PM","","Lunge",,"",3,"normal",,12,,,
"stabilizing","Jul 15, 2026 at 5:07 PM","Jul 15, 2026 at 6:01 PM","","Lying Leg Curl (Machine)",,"",0,"normal",22,12,,,
"stabilizing","Jul 15, 2026 at 5:07 PM","Jul 15, 2026 at 6:01 PM","","Lying Leg Curl (Machine)",,"",1,"normal",22,12,,,
"stabilizing","Jul 15, 2026 at 5:07 PM","Jul 15, 2026 at 6:01 PM","","Lying Leg Curl (Machine)",,"",2,"normal",22,12,,,
"stabilizing","Jul 15, 2026 at 5:07 PM","Jul 15, 2026 at 6:01 PM","","Lying Leg Curl (Machine)",,"",3,"normal",22,12,,,
"stabilizing","Jul 15, 2026 at 5:07 PM","Jul 15, 2026 at 6:01 PM","","Sumo Squat (Kettlebell)",,"",0,"normal",5,12,,,
"stabilizing","Jul 15, 2026 at 5:07 PM","Jul 15, 2026 at 6:01 PM","","Sumo Squat (Kettlebell)",,"",1,"normal",5,12,,,
"stabilizing","Jul 15, 2026 at 5:07 PM","Jul 15, 2026 at 6:01 PM","","Sumo Squat (Kettlebell)",,"",2,"normal",5,12,,,
"stabilizing","Jul 15, 2026 at 5:07 PM","Jul 15, 2026 at 6:01 PM","","Sumo Squat (Kettlebell)",,"",3,"normal",5,12,,,
"upper","Jul 14, 2026 at 5:21 PM","Jul 14, 2026 at 6:21 PM","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",18.14,12,,,
"upper","Jul 14, 2026 at 5:21 PM","Jul 14, 2026 at 6:21 PM","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",31.75,12,,,
"upper","Jul 14, 2026 at 5:21 PM","Jul 14, 2026 at 6:21 PM","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",31.75,12,,,
"upper","Jul 14, 2026 at 5:21 PM","Jul 14, 2026 at 6:21 PM","","Seated Cable Row - V Grip (Cable)",,"",3,"normal",38.56,12,,,
"upper","Jul 14, 2026 at 5:21 PM","Jul 14, 2026 at 6:21 PM","","Bicep Curl (Dumbbell)",,"",0,"normal",4.54,12,,,
"upper","Jul 14, 2026 at 5:21 PM","Jul 14, 2026 at 6:21 PM","","Bicep Curl (Dumbbell)",,"",1,"normal",4.54,12,,,
"upper","Jul 14, 2026 at 5:21 PM","Jul 14, 2026 at 6:21 PM","","Bicep Curl (Dumbbell)",,"",2,"normal",4.54,12,,,
"upper","Jul 14, 2026 at 5:21 PM","Jul 14, 2026 at 6:21 PM","","Bicep Curl (Dumbbell)",,"",3,"normal",4.54,12,,,
"upper","Jul 14, 2026 at 5:21 PM","Jul 14, 2026 at 6:21 PM","","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",31.75,12,,,
"upper","Jul 14, 2026 at 5:21 PM","Jul 14, 2026 at 6:21 PM","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",31.75,12,,,
"upper","Jul 14, 2026 at 5:21 PM","Jul 14, 2026 at 6:21 PM","","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",31.75,12,,,
"upper","Jul 14, 2026 at 5:21 PM","Jul 14, 2026 at 6:21 PM","","Hammer Curl (Cable)",,"",0,"normal",22.68,12,,,
"upper","Jul 14, 2026 at 5:21 PM","Jul 14, 2026 at 6:21 PM","","Hammer Curl (Cable)",,"",1,"normal",22.68,12,,,
"upper","Jul 14, 2026 at 5:21 PM","Jul 14, 2026 at 6:21 PM","","Hammer Curl (Cable)",,"",2,"normal",22.68,12,,,
"upper","Jul 14, 2026 at 5:21 PM","Jul 14, 2026 at 6:21 PM","","Seated Shoulder Press (Machine)",,"",0,"normal",18.14,12,,,
"upper","Jul 14, 2026 at 5:21 PM","Jul 14, 2026 at 6:21 PM","","Seated Shoulder Press (Machine)",,"",1,"normal",18.14,12,,,
"upper","Jul 14, 2026 at 5:21 PM","Jul 14, 2026 at 6:21 PM","","Seated Shoulder Press (Machine)",,"",2,"normal",18.14,12,,,
"upper","Jul 14, 2026 at 5:21 PM","Jul 14, 2026 at 6:21 PM","","Lateral Raise (Dumbbell)",,"",0,"normal",4.54,12,,,
"upper","Jul 14, 2026 at 5:21 PM","Jul 14, 2026 at 6:21 PM","","Lateral Raise (Dumbbell)",,"",1,"normal",4.54,12,,,
"upper","Jul 14, 2026 at 5:21 PM","Jul 14, 2026 at 6:21 PM","","Lateral Raise (Dumbbell)",,"",2,"normal",4.54,12,,,
"upper","Jul 14, 2026 at 5:21 PM","Jul 14, 2026 at 6:21 PM","","Chest Press (Machine)",,"",0,"normal",24.95,12,,,
"upper","Jul 14, 2026 at 5:21 PM","Jul 14, 2026 at 6:21 PM","","Chest Press (Machine)",,"",1,"normal",31.75,12,,,
"upper","Jul 14, 2026 at 5:21 PM","Jul 14, 2026 at 6:21 PM","","Chest Press (Machine)",,"",2,"normal",38.56,12,,,
"upper","Jul 14, 2026 at 5:21 PM","Jul 14, 2026 at 6:21 PM","","Chest Fly (Machine)",,"",0,"normal",31.75,12,,,
"upper","Jul 14, 2026 at 5:21 PM","Jul 14, 2026 at 6:21 PM","","Chest Fly (Machine)",,"",1,"normal",31.75,12,,,
"upper","Jul 14, 2026 at 5:21 PM","Jul 14, 2026 at 6:21 PM","","Chest Fly (Machine)",,"",2,"normal",38.56,12,,,
"upper","Jul 14, 2026 at 5:21 PM","Jul 14, 2026 at 6:21 PM","","Triceps Pressdown",,"",0,"normal",27.22,12,,,
"upper","Jul 14, 2026 at 5:21 PM","Jul 14, 2026 at 6:21 PM","","Triceps Pressdown",,"",1,"normal",27.22,12,,,
