"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"shoulder","Feb 1, 2026 at 5:39 AM","Feb 1, 2026 at 7:07 AM","","Lateral Raise (Dumbbell)",,"",2,"normal",13.61,15,,,
"shoulder","Feb 1, 2026 at 5:39 AM","Feb 1, 2026 at 7:07 AM","","Lateral Raise (Dumbbell)",,"",3,"normal",13.61,15,,,
"shoulder","Feb 1, 2026 at 5:39 AM","Feb 1, 2026 at 7:07 AM","","Overhead Press (Smith Machine)",,"",0,"normal",29.48,15,,,
"shoulder","Feb 1, 2026 at 5:39 AM","Feb 1, 2026 at 7:07 AM","","Overhead Press (Smith Machine)",,"",1,"normal",38.56,15,,,
"shoulder","Feb 1, 2026 at 5:39 AM","Feb 1, 2026 at 7:07 AM","","Overhead Press (Smith Machine)",,"",2,"normal",47.63,10,,,
"shoulder","Feb 1, 2026 at 5:39 AM","Feb 1, 2026 at 7:07 AM","","Overhead Press (Smith Machine)",,"",3,"normal",52.16,8,,,
"shoulder","Feb 1, 2026 at 5:39 AM","Feb 1, 2026 at 7:07 AM","","Overhead Press (Smith Machine)",,"",4,"normal",29.48,15,,,
"shoulder","Feb 1, 2026 at 5:39 AM","Feb 1, 2026 at 7:07 AM","","Face Pull",,"",0,"normal",11.34,15,,,
"shoulder","Feb 1, 2026 at 5:39 AM","Feb 1, 2026 at 7:07 AM","","Face Pull",,"",1,"normal",13.61,15,,,
"shoulder","Feb 1, 2026 at 5:39 AM","Feb 1, 2026 at 7:07 AM","","Face Pull",,"",2,"normal",15.88,15,,,
"shoulder","Feb 1, 2026 at 5:39 AM","Feb 1, 2026 at 7:07 AM","","Face Pull",,"",3,"normal",19.28,15,,,
"shoulder","Feb 1, 2026 at 5:39 AM","Feb 1, 2026 at 7:07 AM","","Face Pull",,"",4,"normal",9.07,15,,,
"shoulder","Feb 1, 2026 at 5:39 AM","Feb 1, 2026 at 7:07 AM","","Treadmill",,"",0,"normal",,,2.49,1980,
"chest + biceps","Jan 28, 2026 at 9:49 PM","Jan 28, 2026 at 10:55 PM","","Bench Press (Barbell)",,"",0,"normal",18.14,15,,,
"chest + biceps","Jan 28, 2026 at 9:49 PM","Jan 28, 2026 at 10:55 PM","","Bench Press (Barbell)",,"",1,"normal",27.22,15,,,
"chest + biceps","Jan 28, 2026 at 9:49 PM","Jan 28, 2026 at 10:55 PM","","Bench Press (Barbell)",,"",2,"normal",43.09,8,,,
"chest + biceps","Jan 28, 2026 at 9:49 PM","Jan 28, 2026 at 10:55 PM","","Bench Press (Barbell)",,"",3,"normal",49.9,6,,,
"chest + biceps","Jan 28, 2026 at 9:49 PM","Jan 28, 2026 at 10:55 PM","","Bench Press (Barbell)",,"",4,"normal",18.14,15,,,
"chest + biceps","Jan 28, 2026 at 9:49 PM","Jan 28, 2026 at 10:55 PM","","Incline Bench Press (Barbell)",,"",0,"normal",18.14,15,,,
"chest + biceps","Jan 28, 2026 at 9:49 PM","Jan 28, 2026 at 10:55 PM","","Incline Bench Press (Barbell)",,"",1,"normal",22.68,12,,,
"chest + biceps","Jan 28, 2026 at 9:49 PM","Jan 28, 2026 at 10:55 PM","","Incline Bench Press (Barbell)",,"",2,"normal",27.22,8,,,
"chest + biceps","Jan 28, 2026 at 9:49 PM","Jan 28, 2026 at 10:55 PM","","Incline Bench Press (Barbell)",,"",3,"normal",31.75,4,,,
"chest + biceps","Jan 28, 2026 at 9:49 PM","Jan 28, 2026 at 10:55 PM","","Incline Bench Press (Barbell)",,"",4,"normal",22.68,4,,,
"chest + biceps","Jan 28, 2026 at 9:49 PM","Jan 28, 2026 at 10:55 PM","","Chest Fly (Machine)",,"",0,"normal",31.75,15,,,
"chest + biceps","Jan 28, 2026 at 9:49 PM","Jan 28, 2026 at 10:55 PM","","Chest Fly (Machine)",,"",1,"normal",36.29,12,,,
"chest + biceps","Jan 28, 2026 at 9:49 PM","Jan 28, 2026 at 10:55 PM","","Chest Fly (Machine)",,"",2,"normal",40.82,12,,,
"chest + biceps","Jan 28, 2026 at 9:49 PM","Jan 28, 2026 at 10:55 PM","","Chest Fly (Machine)",,"",3,"normal",54.43,5,,,
"chest + biceps","Jan 28, 2026 at 9:49 PM","Jan 28, 2026 at 10:55 PM","","Chest Fly (Machine)",,"",4,"normal",31.75,10,,,
"chest + biceps","Jan 28, 2026 at 9:49 PM","Jan 28, 2026 at 10:55 PM","","Bicep Curl (Barbell)",,"",0,"normal",13.61,15,,,
"chest + biceps","Jan 28, 2026 at 9:49 PM","Jan 28, 2026 at 10:55 PM","","Bicep Curl (Barbell)",,"",1,"normal",18.14,10,,,
"chest + biceps","Jan 28, 2026 at 9:49 PM","Jan 28, 2026 at 10:55 PM","","Bicep Curl (Barbell)",,"",2,"normal",18.14,12,,,
"chest + biceps","Jan 28, 2026 at 9:49 PM","Jan 28, 2026 at 10:55 PM","","Bicep Curl (Barbell)",,"",3,"normal",18.14,15,,,
"chest + biceps","Jan 28, 2026 at 9:49 PM","Jan 28, 2026 at 10:55 PM","","Hammer Curl (Dumbbell)",,"",0,"normal",18.14,15,,,
"chest + biceps","Jan 28, 2026 at 9:49 PM","Jan 28, 2026 at 10:55 PM","","Hammer Curl (Dumbbell)",,"",1,"normal",18.14,15,,,
"chest + biceps","Jan 28, 2026 at 9:49 PM","Jan 28, 2026 at 10:55 PM","","Hammer Curl (Dumbbell)",,"",2,"normal",18.14,12,,,
"chest + biceps","Jan 28, 2026 at 9:49 PM","Jan 28, 2026 at 10:55 PM","","Hammer Curl (Dumbbell)",,"",3,"normal",18.14,12,,,
"chest + biceps","Jan 28, 2026 at 9:49 PM","Jan 28, 2026 at 10:55 PM","","Stair Machine (Steps)",,"",0,"normal",,,,600,
"Back + tricep","Jan 28, 2026 at 5:04 AM","Jan 28, 2026 at 5:58 AM","","Lat Pulldown (Machine)",,"",0,"normal",36.29,15,,,
"Back + tricep","Jan 28, 2026 at 5:04 AM","Jan 28, 2026 at 5:58 AM","","Lat Pulldown (Machine)",,"",1,"normal",45.36,12,,,
"Back + tricep","Jan 28, 2026 at 5:04 AM","Jan 28, 2026 at 5:58 AM","","Lat Pulldown (Machine)",,"",2,"normal",45.36,12,,,
"Back + tricep","Jan 28, 2026 at 5:04 AM","Jan 28, 2026 at 5:58 AM","","Lat Pulldown (Machine)",,"",3,"normal",49.9,6,,,
"Back + tricep","Jan 28, 2026 at 5:04 AM","Jan 28, 2026 at 5:58 AM","","Lat Pulldown (Machine)",,"",4,"normal",22.68,15,,,
"Back + tricep","Jan 28, 2026 at 5:04 AM","Jan 28, 2026 at 5:58 AM","","Triceps Pressdown",,"",0,"normal",22.68,15,,,
"Back + tricep","Jan 28, 2026 at 5:04 AM","Jan 28, 2026 at 5:58 AM","","Triceps Pressdown",,"",1,"normal",27.22,15,,,
"Back + tricep","Jan 28, 2026 at 5:04 AM","Jan 28, 2026 at 5:58 AM","","Triceps Pressdown",,"",2,"normal",27.22,15,,,
"Back + tricep","Jan 28, 2026 at 5:04 AM","Jan 28, 2026 at 5:58 AM","","Triceps Pressdown",,"",3,"normal",36.29,8,,,
"Back + tricep","Jan 28, 2026 at 5:04 AM","Jan 28, 2026 at 5:58 AM","","Triceps Pressdown",,"",4,"normal",18.14,15,,,
"Back + tricep","Jan 28, 2026 at 5:04 AM","Jan 28, 2026 at 5:58 AM","","Lat Pulldown (Cable)",,"",0,"normal",15.88,15,,,
"Back + tricep","Jan 28, 2026 at 5:04 AM","Jan 28, 2026 at 5:58 AM","","Lat Pulldown (Cable)",,"",1,"normal",19.28,12,,,
"Back + tricep","Jan 28, 2026 at 5:04 AM","Jan 28, 2026 at 5:58 AM","","Lat Pulldown (Cable)",,"",2,"normal",19.28,10,,,
"Back + tricep","Jan 28, 2026 at 5:04 AM","Jan 28, 2026 at 5:58 AM","","Lat Pulldown (Cable)",,"",3,"normal",22.68,6,,,
"Back + tricep","Jan 28, 2026 at 5:04 AM","Jan 28, 2026 at 5:58 AM","","Lat Pulldown (Cable)",,"",4,"normal",12.47,15,,,
"Back + tricep","Jan 28, 2026 at 5:04 AM","Jan 28, 2026 at 5:58 AM","","Triceps Extension (Machine)",,"",0,"normal",13.61,15,,,
"Back + tricep","Jan 28, 2026 at 5:04 AM","Jan 28, 2026 at 5:58 AM","","Triceps Extension (Machine)",,"",1,"normal",22.68,15,,,
"Back + tricep","Jan 28, 2026 at 5:04 AM","Jan 28, 2026 at 5:58 AM","","Triceps Extension (Machine)",,"",2,"normal",27.22,12,,,
"Back + tricep","Jan 28, 2026 at 5:04 AM","Jan 28, 2026 at 5:58 AM","","Triceps Extension (Machine)",,"",3,"normal",31.75,6,,,
"Back + tricep","Jan 28, 2026 at 5:04 AM","Jan 28, 2026 at 5:58 AM","","Triceps Extension (Machine)",,"",4,"normal",13.61,15,,,
"Back + tricep","Jan 28, 2026 at 5:04 AM","Jan 28, 2026 at 5:58 AM","","Seated Cable Row - Bar Grip",,"",0,"normal",12.47,15,,,
"Back + tricep","Jan 28, 2026 at 5:04 AM","Jan 28, 2026 at 5:58 AM","","Seated Cable Row - Bar Grip",,"",1,"normal",15.88,15,,,
"Back + tricep","Jan 28, 2026 at 5:04 AM","Jan 28, 2026 at 5:58 AM","","Seated Cable Row - Bar Grip",,"",2,"normal",19.28,10,,,
"Back + tricep","Jan 28, 2026 at 5:04 AM","Jan 28, 2026 at 5:58 AM","","Seated Cable Row - Bar Grip",,"",3,"normal",22.68,6,,,
"Back + tricep","Jan 28, 2026 at 5:04 AM","Jan 28, 2026 at 5:58 AM","","Seated Cable Row - Bar Grip",,"",4,"normal",12.32,15,,,
"Back + tricep","Jan 28, 2026 at 5:04 AM","Jan 28, 2026 at 5:58 AM","","Treadmill",,"",0,"normal",,,0.97,720,
"Shoulder","Jan 26, 2026 at 10:47 PM","Jan 27, 2026 at 12:10 AM","","Lateral Raise (Dumbbell)",,"",0,"normal",9.07,15,,,
"Shoulder","Jan 26, 2026 at 10:47 PM","Jan 27, 2026 at 12:10 AM","","Lateral Raise (Dumbbell)",,"",1,"normal",9.07,15,,,
"Shoulder","Jan 26, 2026 at 10:47 PM","Jan 27, 2026 at 12:10 AM","","Lateral Raise (Dumbbell)",,"",2,"normal",13.61,12,,,
"Shoulder","Jan 26, 2026 at 10:47 PM","Jan 27, 2026 at 12:10 AM","","Lateral Raise (Dumbbell)",,"",3,"normal",13.61,12,,,
"Shoulder","Jan 26, 2026 at 10:47 PM","Jan 27, 2026 at 12:10 AM","","Shrug (Barbell)",,"",0,"normal",20.41,15,,,
"Shoulder","Jan 26, 2026 at 10:47 PM","Jan 27, 2026 at 12:10 AM","","Shrug (Barbell)",,"",1,"normal",20.41,15,,,
"Shoulder","Jan 26, 2026 at 10:47 PM","Jan 27, 2026 at 12:10 AM","","Shrug (Barbell)",,"",2,"normal",28.58,15,,,
"Shoulder","Jan 26, 2026 at 10:47 PM","Jan 27, 2026 at 12:10 AM","","Shrug (Barbell)",,"",3,"normal",37.65,15,,,
"Shoulder","Jan 26, 2026 at 10:47 PM","Jan 27, 2026 at 12:10 AM","","Shoulder Press (Dumbbell)",,"",0,"normal",27.22,12,,,
"Shoulder","Jan 26, 2026 at 10:47 PM","Jan 27, 2026 at 12:10 AM","","Shoulder Press (Dumbbell)",,"",1,"normal",27.22,12,,,
"Shoulder","Jan 26, 2026 at 10:47 PM","Jan 27, 2026 at 12:10 AM","","Shoulder Press (Dumbbell)",,"",2,"normal",27.22,12,,,
"Shoulder","Jan 26, 2026 at 10:47 PM","Jan 27, 2026 at 12:10 AM","","Shoulder Press (Dumbbell)",,"",3,"normal",36.29,8,,,
"Shoulder","Jan 26, 2026 at 10:47 PM","Jan 27, 2026 at 12:10 AM","","Kettlebell Halo",,"",0,"normal",20.41,12,,,
"Shoulder","Jan 26, 2026 at 10:47 PM","Jan 27, 2026 at 12:10 AM","","Kettlebell Halo",,"",1,"normal",20.41,12,,,
"Shoulder","Jan 26, 2026 at 10:47 PM","Jan 27, 2026 at 12:10 AM","","Kettlebell Halo",,"",2,"normal",20.41,12,,,
"Shoulder","Jan 26, 2026 at 10:47 PM","Jan 27, 2026 at 12:10 AM","","Kettlebell Halo",,"",3,"normal",20.41,12,,,
"Shoulder","Jan 26, 2026 at 10:47 PM","Jan 27, 2026 at 12:10 AM","","Front Raise (Barbell)",,"",0,"normal",20.41,10,,,
"Shoulder","Jan 26, 2026 at 10:47 PM","Jan 27, 2026 at 12:10 AM","","Front Raise (Barbell)",,"",1,"normal",20.41,12,,,
"Shoulder","Jan 26, 2026 at 10:47 PM","Jan 27, 2026 at 12:10 AM","","Front Raise (Barbell)",,"",2,"normal",20.41,12,,,
"Shoulder","Jan 26, 2026 at 10:47 PM","Jan 27, 2026 at 12:10 AM","","Front Raise (Barbell)",,"",3,"normal",20.41,12,,,
"Shoulder","Jan 26, 2026 at 10:47 PM","Jan 27, 2026 at 12:10 AM","","Face Pull",,"",0,"normal",9.07,15,,,
"Shoulder","Jan 26, 2026 at 10:47 PM","Jan 27, 2026 at 12:10 AM","","Face Pull",,"",1,"normal",11.34,15,,,
"Shoulder","Jan 26, 2026 at 10:47 PM","Jan 27, 2026 at 12:10 AM","","Face Pull",,"",2,"normal",13.61,15,,,
"Shoulder","Jan 26, 2026 at 10:47 PM","Jan 27, 2026 at 12:10 AM","","Face Pull",,"",3,"normal",19.28,10,,,
"Shoulder","Jan 26, 2026 at 10:47 PM","Jan 27, 2026 at 12:10 AM","","Face Pull",,"",4,"normal",9.07,15,,,
"Shoulder","Jan 26, 2026 at 10:47 PM","Jan 27, 2026 at 12:10 AM","","Elliptical Trainer",,"",0,"normal",,,4.47,1825,
"Redemption Arc🔥","Jan 25, 2026 at 3:53 AM","Jan 25, 2026 at 5:13 AM","","Incline Chest Press (Machine)",,"",0,"normal",34.02,15,,,
"Redemption Arc🔥","Jan 25, 2026 at 3:53 AM","Jan 25, 2026 at 5:13 AM","","Incline Chest Press (Machine)",,"",1,"normal",43.09,12,,,
"Redemption Arc🔥","Jan 25, 2026 at 3:53 AM","Jan 25, 2026 at 5:13 AM","","Incline Chest Press (Machine)",,"",2,"normal",43.09,12,,,
"Redemption Arc🔥","Jan 25, 2026 at 3:53 AM","Jan 25, 2026 at 5:13 AM","","Incline Chest Press (Machine)",,"",3,"normal",52.16,6,,,
"Redemption Arc🔥","Jan 25, 2026 at 3:53 AM","Jan 25, 2026 at 5:13 AM","","Incline Chest Press (Machine)",,"",4,"normal",13.61,15,,,
"Redemption Arc🔥","Jan 25, 2026 at 3:53 AM","Jan 25, 2026 at 5:13 AM","","Bicep Curl (Dumbbell)",,"",0,"normal",22.68,15,,,
"Redemption Arc🔥","Jan 25, 2026 at 3:53 AM","Jan 25, 2026 at 5:13 AM","","Bicep Curl (Dumbbell)",,"",1,"normal",22.68,15,,,
"Redemption Arc🔥","Jan 25, 2026 at 3:53 AM","Jan 25, 2026 at 5:13 AM","","Bicep Curl (Dumbbell)",,"",2,"normal",22.68,12,,,
"Redemption Arc🔥","Jan 25, 2026 at 3:53 AM","Jan 25, 2026 at 5:13 AM","","Bicep Curl (Dumbbell)",,"",3,"normal",22.68,12,,,
"Redemption Arc🔥","Jan 25, 2026 at 3:53 AM","Jan 25, 2026 at 5:13 AM","","Bench Press (Dumbbell)",,"",0,"normal",31.75,12,,,
"Redemption Arc🔥","Jan 25, 2026 at 3:53 AM","Jan 25, 2026 at 5:13 AM","","Bench Press (Dumbbell)",,"",1,"normal",31.75,10,,,
"Redemption Arc🔥","Jan 25, 2026 at 3:53 AM","Jan 25, 2026 at 5:13 AM","","Bench Press (Dumbbell)",,"",2,"normal",31.75,12,,,
"Redemption Arc🔥","Jan 25, 2026 at 3:53 AM","Jan 25, 2026 at 5:13 AM","","Bench Press (Dumbbell)",,"",3,"normal",31.75,8,,,
"Redemption Arc🔥","Jan 25, 2026 at 3:53 AM","Jan 25, 2026 at 5:13 AM","","Hammer Curl (Dumbbell)",,"",0,"normal",18.14,15,,,
"Redemption Arc🔥","Jan 25, 2026 at 3:53 AM","Jan 25, 2026 at 5:13 AM","","Hammer Curl (Dumbbell)",,"",1,"normal",18.14,15,,,
"Redemption Arc🔥","Jan 25, 2026 at 3:53 AM","Jan 25, 2026 at 5:13 AM","","Hammer Curl (Dumbbell)",,"",2,"normal",18.14,15,,,
"Redemption Arc🔥","Jan 25, 2026 at 3:53 AM","Jan 25, 2026 at 5:13 AM","","Hammer Curl (Dumbbell)",,"",3,"normal",18.14,15,,,
"Redemption Arc🔥","Jan 25, 2026 at 3:53 AM","Jan 25, 2026 at 5:13 AM","","Chest Fly (Machine)",,"",0,"normal",31.75,15,,,
"Redemption Arc🔥","Jan 25, 2026 at 3:53 AM","Jan 25, 2026 at 5:13 AM","","Chest Fly (Machine)",,"",1,"normal",40.82,8,,,
"Redemption Arc🔥","Jan 25, 2026 at 3:53 AM","Jan 25, 2026 at 5:13 AM","","Chest Fly (Machine)",,"",2,"normal",40.82,8,,,
"Redemption Arc🔥","Jan 25, 2026 at 3:53 AM","Jan 25, 2026 at 5:13 AM","","Chest Fly (Machine)",,"",3,"normal",49.9,4,,,
"Redemption Arc🔥","Jan 25, 2026 at 3:53 AM","Jan 25, 2026 at 5:13 AM","","Chest Fly (Machine)",,"",4,"normal",13.61,15,,,
"Redemption Arc🔥","Jan 25, 2026 at 3:53 AM","Jan 25, 2026 at 5:13 AM","","Elliptical Trainer",,"",0,"normal",,,2.61,1833,
